iter,H_old,H_new,max_change,objective,K_avg
1,5480.0,5645.528928963981,165.52892896398134,49788513.16700755,0.8276446448199045
2,5645.528928963981,5645.528928963981,0.0,49790698.03829655,0.8276446448199045
