H0,delta,eta,GlobalPrice(HG_1),Final_Converged_H_t,Total Lahan,Total Penggilingan,Total Gudang,Total Distributor,Total Pasar
5000.0,200.0,0.1,4800.0,5645.528928963981,4,3,3,3,3
